ELUTIA INC.  474790334 -- BusinessCode: 325410 -- MD : SILVER SPRING
  [401(k)] ELUTIA INC. 401(K) PLAN [474790334-001]
    2023  [codes: 2A2E2J2K2F2G3D2T]    https://efast2-filings-public.s3.amazonaws.com/prd/2024/10/2/20241002091808NAL0014033040001.pdf
        Participants: 148  Average: $55,633
        Assets: $8,233,818
        Contributions - employee: $   9,089 per participant
                      - employer: $   2,026 per participant
        Loans                   : $   1,585 per participant
        Service Providers:
           - TROMBINO PENSION ADMINISTRATORS INC : $8,150  THIRD PARTYADMINISTRATOR (Recordkeeper | Direct payment from the plan)
           - JOHN HANCOCK LIFE INSURANCE CO USA : $5,225  RECORDKEEPER (Recordkeeper | Investment management | Shareholder servicing fees | Sub - transfer agency fees | Float revenue | Distribution(12b - 1) fees | Other insurance wrap fees | 'Soft dollars' commissions)
           = TOTAL FEES: $13,375 (or $90 per partipant)
        Available Investments:
           - JOHN HANCOCK USA
                 : 500 INDEX FUND  [010233346-000] P  $273,312
                 : AF AMERICAN BALANCED FUND  [010233346-000] P  $79,173
                 : AF CAPITAL INCOME BUILDER  [010233346-000] P  $24,985
                 : AF CAPITAL WORLD BOND FUND  [010233346-000] P  $5,480
                 : AF THE GROWTH FUND OF AMERICA  [010233346-000] P  $10,180
                 : ALLSPRING SMALL COMPANY GROWTH  [010233346-000] P  $3,127
                 : AMERICAN CENTURY 2055  [010233346-000] P  $228,694
                 : AMERICAN CENTURY HERITAGE  [010233346-000] P  $25,659
                 : AMERICAN FUNDS EUROPAC GROWTH  [010233346-000] P  $10,371
                 : AMERICAN FUNDS FUNDAMENTAL INV  [010233346-000] P  $41,904
                 : AMERICAN FUNDS NEW PERSPECTIVE  [010233346-000] P  $4,011
                 : AMERICAN FUNDS NEW WORLD FUND  [010233346-000] P  $27,691
                 : AMERICAN FUNDS SMALLCAP WORLD  [010233346-000] P  $10,848
                 : BAIRD MID CAP GROWTH FUND  [010233346-000] P  $4,966
                 : BLACKROCK LARGE CAP FOCUS VAL  [010233346-000] P  $10,423
                 : BLUE CHIP GROWTH FUND  [010233346-000] P  $72,157
                 : CAPITAL APPRECIATION FUND  [010233346-000] P  $8,670
                 : CORE BOND FUND  [010233346-000] P  $1,688
                 : DFA EMERGING MARKETS VALUE  [010233346-000] P  $16,222
                 : DFA INFLATION-PROTECTED SEC  [010233346-000] P  $412
                 : DFA INTERNATIONAL VALUE  [010233346-000] P  $20,997
                 : DFA U.S. SMALL CAP FUND  [010233346-000] P  $19,184
                 : DIAMOND HILL SMALL-MID CAP  [010233346-000] P  $8,920
                 : DODGE & COX STOCK FUND  [010233346-000] P  $27,742
                 : DOMINI IMPACT EQUITY FUND  [010233346-000] P  $976
                 : EQUITY INCOME FUND  [010233346-000] P  $2,339
                 : FEDERATED HIGH YIELD BOND  [010233346-000] P  $7,360
                 : FIDELITY ADV DIVERSIFIED STOCK  [010233346-000] P  $28,747
                 : FIDELITY ADV NEW INSIGHTS  [010233346-000] P  $647
                 : FIDELITY CONTRAFUND  [010233346-000] P  $8,788
                 : FRANKLIN SMALL-MID GROWTH  [010233346-000] P  $15,457
                 : FUNDAMENTAL ALL CAP CORE FUND  [010233346-000] P  $23,356
                 : FUNDAMENTAL LARGE CAP VALUE  [010233346-000] P  $21,368
                 : HARBOR MID CAP VALUE FUND  [010233346-000] P  $8,219
                 : HIGH YIELD FUND  [010233346-000] P  $12,034
                 : INTL EQUITY INDEX FUND  [010233346-000] P  $12,422
                 : INVESCO EQV INTL EQUITY FUND  [010233346-000] P  $982
                 : INVESCO GLOBAL FUND  [010233346-000] P  $14,172
                 : INVESCO SMALL CAP GROWTH  [010233346-000] P  $95,693
                 : ISHARES MSCI EAFE VALUE ETF  [010233346-000] P  $975
                 : JH 2025 LIFETIME BLEND  [010233346-000] P  $11,425
                 : JH 2030 LIFETIME BLEND  [010233346-000] P  $6,184
                 : JH 2035 LIFETIME BLEND  [010233346-000] P  $24,338
                 : JH 2045 LIFETIME BLEND  [010233346-000] P  $35,933
                 : JH 2055 LIFETIME BLEND  [010233346-000] P  $138,631
                 : JH 2060 LIFETIME BLEND  [010233346-000] P  $2,066
                 : JH LIFESTYLE BLEND AGGRESSIVE  [010233346-000] P  $51,397
                 : JH LIFESTYLE BLEND BALANCED  [010233346-000] P  $5,059
                 : JH LIFETIME BLEND 2010 CIT R2  [010233346-000] P  $80,895
                 : JH LIFETIME BLEND 2025 CIT R2  [010233346-000] P  $241,388
                 : JH LIFETIME BLEND 2030 CIT R2  [010233346-000] P  $350,701
                 : JH LIFETIME BLEND 2035 CIT R2  [010233346-000] P  $437,194
                 : JH LIFETIME BLEND 2040 CIT R2  [010233346-000] P  $954,844
                 : JH LIFETIME BLEND 2045 CIT R2  [010233346-000] P  $398,282
                 : JH LIFETIME BLEND 2050 CIT R2  [010233346-000] P  $311,783
                 : JH LIFETIME BLEND 2055 CIT R2  [010233346-000] P  $506,756
                 : JH LIFETIME BLEND 2060 CIT R2  [010233346-000] P  $106,464
                 : JH LIFETIME BLEND 2065 CIT R2  [010233346-000] P  $21,866
                 : JH MANAGED VOLATILITY BAL  [010233346-000] P  $229,220
                 : JH MULTIMANAGER 2020 LIFETIME  [010233346-000] P  $65,506
                 : JH MULTIMANAGER 2030 LIFETIME  [010233346-000] P  $66,433
                 : JH MULTIMANAGER 2035 LIFETIME  [010233346-000] P  $88,730
                 : JH MULTIMANAGER 2040 LIFETIME  [010233346-000] P  $99,789
                 : JH MULTIMANAGER 2045 LIFETIME  [010233346-000] P  $8,156
                 : JH MULTIMANAGER 2050 LIFETIME  [010233346-000] P  $12,168
                 : JH MULTIMANAGER 2055 LIFETIME  [010233346-000] P  $55,218
                 : JH MULTIMANAGER 2060 LIFETIME  [010233346-000] P  $124,781
                 : JH MULTIMANAGER AGGRESSIVE LS  [010233346-000] P  $11,808
                 : JH MULTIMANAGER BALANCED LS  [010233346-000] P  $282,598
                 : JH MULTIMANAGER GROWTH LS  [010233346-000] P  $1,585
                 : JH MULTIMANAGER MODERATE LS  [010233346-000] P  $42,411
                 : JOHN HANCOCK BOND FUND  [010233346-000] P  $2,119
                 : JOHN HANCOCK DISCIPLINED VALUE  [010233346-000] P  $649
                 : JOHN HANCOCK INTL GROWTH  [010233346-000] P  $7,362
                 : JOHN HANCOCK MID CAP GROWTH  [010233346-000] P  $54,992
                 : JOHN HANCOCK U.S. GROWTH FUND  [010233346-000] P  $238
                 : JPMORGAN CORE BOND FUND  [010233346-000] P  $26,127
                 : JPMORGAN LARGE CAP GROWTH  [010233346-000] P  $28,816
                 : JPMORGAN SMID CAP FUND  [010233346-000] P  $56
                 : JPMORGAN U.S. EQUITY FUND  [010233346-000] P  $66,785
                 : KEELEY SMALL CAP DIVIDEND VAL  [010233346-000] P  $22,674
                 : LAZARD INTERNATIONAL EQUITY  [010233346-000] P  $25,767
                 : LORD ABBETT VALUE OPPS FUND  [010233346-000] P  $56
                 : MFS MASSACHUSETTS INVESTORS  [010233346-000] P  $5,414
                 : MID CAP INDEX FUND  [010233346-000] P  $96,302
                 : MID VALUE FUND  [010233346-000] P  $546
                 : MONEY MARKET FUND  [010233346-000] P  $144,191
                 : NEW OPPORTUNITIES FUND  [010233346-000] P  $57
                 : NORTHERN EM EQUITY INDEX FUND  [010233346-000] P  $6,263
                 : NORTHERN SMALL CAP VALUE FUND  [010233346-000] P  $8,772
                 : PGIM TOTAL RETURN BOND FUND  [010233346-000] P  $11,319
                 : PIMCO COMMODITY REAL RETURN  [010233346-000] P  $32,308
                 : ROYCE PENNSYLVANIA MUTUAL FUND  [010233346-000] P  $57
                 : ROYCE SMALL-CAP OPPORTUNITY  [010233346-000] P  $19,800
                 : SIT DIVIDEND GROWTH FUND  [010233346-000] P  $10,689
                 : SMALL CAP INDEX FUND  [010233346-000] P  $28,843
                 : SMALL CAP STOCK FUND  [010233346-000] P  $3,559
                 : STRATEGIC INCOME OPP FUND  [010233346-000] P  $1,811
                 : T. ROWE PRICE OVERSEAS STOCK  [010233346-000] P  $19,400
                 : T. ROWE PRICE RETIREMENT 2025  [010233346-000] P  $30,560
                 : T. ROWE PRICE RETIREMENT 2030  [010233346-000] P  $69,108
                 : T. ROWE PRICE RETIREMENT 2035  [010233346-000] P  $287,327
                 : T. ROWE PRICE RETIREMENT 2045  [010233346-000] P  $13,313
                 : T. ROWE PRICE RETIREMENT 2050  [010233346-000] P  $125,620
                 : T. ROWE PRICE RETIREMENT 2060  [010233346-000] P  $34,792
                 : TEMPLETON GLOBAL BOND FUND  [010233346-000] P  $1,592
                 : TIAA-CREF SMALL-CAP BLEND IDX  [010233346-000] P  $10,851
                 : TOTAL BOND MARKET FUND  [010233346-000] P  $11,841
                 : TOTAL STOCK MARKET INDEX FUND  [010233346-000] P  $92,265
                 : UNDISCOVERED MGR BEHAVIORAL  [010233346-000] P  $57,864
                 : VANGUARD EXPLORER FUND  [010233346-000] P  $45,026
                 : VANGUARD GROWTH INDEX FUND  [010233346-000] P  $142,142
                 : VANGUARD MID-CAP GROWTH ETF  [010233346-000] P  $56,765
                 : VANGUARD MID-CAP VALUE ETF  [010233346-000] P  $109,531
                 : VANGUARD SHORT-TERM FEDERAL  [010233346-000] P  $70,384
                 : VANGUARD SMALL CAP GROW INDEX  [010233346-000] P  $49,555
                 : VANGUARD SMALL CAP VALUE INDEX  [010233346-000] P  $92,260
                 : VANGUARD TOT WLD STK INDEX ETF  [010233346-000] P  $595
                 : VANGUARD VALUE INDEX FUND  [010233346-000] P  $34,135
                 : WASHINGTON MUTUAL INVESTORS  [010233346-000] P  $46,711
                 : WISDOMTREE MIDCAP DIVIDEND ETF  [010233346-000] P  $23,848
                 : WISDOMTREE MIDCAP ETF  [010233346-000] P  $4,116
           = SUBTOTAL       $      7,999,133
           = OTHER          $        234,685
