ELLIOTT WORKGROUP SERVICES, INC.  202086484 -- BusinessCode: 541310 -- UT : PARK CITY
  [401(k)] ELLIOTT WORKGROUP SERVICES RETIREMENT PLAN [202086484-002]
    2021  [codes: 2E2F2G2J2K2T3D]    https://efast2-filings-public.s3.amazonaws.com/prd/2022/3/28/20220328112909NAL0033717010001.pdf
        Participants: 29
        Available Investments:
           - JOHN HANCOCK USA
                 : 500 INDEX FUND  [010233346-000] P  $135,082
                 : AMERICAN BALANCED FUND  [010233346-000] P  $81,709
                 : BLACKROCK HEALTH SCIENCES OPP  [010233346-000] P  $333,913
                 : BLACKROCK LIFEPATH INDEX 2035  [010233346-000] P  $106,372
                 : BLACKROCK LIFEPATH INDEX 2040  [010233346-000] P  $197,725
                 : BLACKROCK LIFEPATH INDEX 2045  [010233346-000] P  $81,848
                 : BLACKROCK LIFEPATH INDEX 2050  [010233346-000] P  $58,770
                 : BLACKROCK LIFEPATH INDEX 2055  [010233346-000] P  $301
                 : BLACKROCK LIFEPATH INDEX 2060  [010233346-000] P  $33,512
                 : BLACKROCK LIFEPATH INDEX 2065  [010233346-000] P  $3,436
                 : BLACKROCK LIFEPATH INDEX RET  [010233346-000] P  $5,326
                 : BLUE CHIP GROWTH FUND  [010233346-000] P  $146,251
                 : FEDERATED HIGH YIELD BOND  [010233346-000] P  $1,080
                 : FIDELITY MID CAP INDEX FUND  [010233346-000] P  $79,659
                 : JANUS HENDERSON GBL EQ INCOME  [010233346-000] P  $2,702
                 : NEUBERGER BERMAN SUSTAIN EQU  [010233346-000] P  $224,984
                 : NEW PERSPECTIVE FUND  [010233346-000] P  $96,393
                 : REAL EST. SECURITIES FUND  [010233346-000] P  $5,676
                 : RELIANCE METLIFE STABLE VALUE  [010233346-000] P  $1,606
                 : SCIENCE & TECHNOLOGY FUND  [010233346-000] P  $120,618
                 : TIAA-CREF SMALL-CAP BLEND IDX  [010233346-000] P  $3,076
                 : TIAA-CREF SOCIAL CHOICE EQUITY  [010233346-000] P  $114,844
                 : TOTAL BOND MARKET FUND  [010233346-000] P  $4,600
                 : VANGUARD ENERGY FUND  [010233346-000] P  $2,591
                 : VANGUARD EXPLORER FUND  [010233346-000] P  $83,027
                 : VANGUARD GROWTH INDEX FUND  [010233346-000] P  $87,066
                 : VANGUARD INTERNATIONAL GROWTH  [010233346-000] P  $15,177
                 : VANGUARD MID-CAP GROWTH ETF  [010233346-000] P  $17,707
                 : VANGUARD SMALL CAP VALUE INDEX  [010233346-000] P  $89,090
                 : VANGUARD TOT WLD STK INDEX ETF  [010233346-000] P  $5,420
                 : WASHINGTON MUTUAL INVESTORS  [010233346-000] P  $95,688
           = SUBTOTAL       $      2,235,249
           = OTHER          $     -2,235,249
